sku_id,week,forecast,forecast_lo,forecast_hi
85123A,2011-12-12,770.3628216331404,133.8231471755474,928.7708359835026
22551,2011-12-12,201.61934066578786,91.81521326256397,294.953474034187
85099C,2011-12-12,292.14716035277905,74.99600032702101,321.62023173975695
22149,2011-12-12,0.0,0.0,0.2982374882569983
22139,2011-12-12,182.74168206882408,71.77679267772834,320.30911175903924
22138,2011-12-12,223.28194627428078,96.03004018502526,334.844574310727
22114,2011-12-12,311.523888076325,101.52109356773033,463.54491971137935
22113,2011-12-12,85.80862508808298,31.272065866656924,178.29407551161924
22112,2011-12-12,312.91123087534527,110.98113437000484,457.767013155444
22111,2011-12-12,233.16217057196707,105.40127028199886,332.89803672891344
22090,2011-12-12,41.91899338204289,17.086730990535205,78.12498884107438
22087,2011-12-12,77.50213399310803,25.214079072628447,159.4954941322289
22158,2011-12-12,163.75466892394587,65.61709250491796,217.44039564964748
22086,2011-12-12,1358.8376160439361,141.6675873868289,1437.4549039345038
22083,2011-12-12,324.1050089318641,42.0127188957385,324.1050089318641
22077,2011-12-12,217.22172507191615,83.3692086210169,339.21646676001166
21977,2011-12-12,280.64193782913026,130.17689099670963,483.65183296723035
21955,2011-12-12,0.0,0.0,26.39301490076024
21936,2011-12-12,0.0,0.0,67.87419206069097
21931,2011-12-12,222.987676367699,70.65032514819902,312.22580218558096
21930,2011-12-12,83.52032965310671,69.1977707813053,220.48019747766253
21929,2011-12-12,98.5490723650906,25.983776031508775,249.7696128894314
21928,2011-12-12,166.25620099321176,53.0403522963087,247.71726064384757
22084,2011-12-12,2218.922694359485,3.17945124585701,2218.922694359485
22171,2011-12-12,12.555875293963643,12.555875293963643,39.61884093887345
22178,2011-12-12,436.59234788291553,133.8231471755474,677.4201025937094
22188,2011-12-12,640.9048212242992,51.09147388140403,640.9048212242992
22492,2011-12-12,189.62845363446786,103.1542154050153,686.3912508277232
22470,2011-12-12,88.59858045556265,33.6467184576709,239.61574115887987
22469,2011-12-12,262.5956682080582,89.50395447998166,349.73024940080467
22467,2011-12-12,183.33448569609607,63.6874014615299,276.6789160101979
22457,2011-12-12,222.71068214424534,86.68549926071263,392.87833662696556
22456,2011-12-12,9.089999820905092,9.089999820905092,39.37293056203247
22424,2011-12-12,7.71791628759591,4.107729755944615,32.29793266322499
22423,2011-12-12,271.9316228770268,133.4354288107445,386.7910987818818
22411,2011-12-12,275.28372864832,89.92490239677412,433.638063320655
22386,2011-12-12,166.03903366037798,65.15782993213728,214.6801304206136
22385,2011-12-12,118.41519152522768,48.42085220368725,190.68866846894377
22384,2011-12-12,137.3818028988065,46.57222059490713,203.36538789156688
22383,2011-12-12,174.3559684755255,60.6216698682902,218.02228048671694
22382,2011-12-12,157.86391736990652,53.65931428412628,220.6336091143718
22379,2011-12-12,0.0,0.0,111.87372040116762
22356,2011-12-12,243.10691246083556,65.25234630887263,309.1098016788316
22355,2011-12-12,638.2116259782731,138.0379740980087,794.9163656575233
22328,2011-12-12,87.1019350891007,26.94103355600999,208.86835844897067
22326,2011-12-12,243.36511916747642,90.2232422793856,328.120912855514
22197,2011-12-12,2827.33488580952,141.81156567921852,3472.7792000233144
22189,2011-12-12,379.68835990830735,47.88478193503915,379.68835990830735
21915,2011-12-12,0.0,0.0,308.0875613349536
21843,2011-12-12,51.525426506084784,20.59444474945468,134.71625217524155
21791,2011-12-12,222.26662808810707,90.64434636410256,368.83219282508037
21790,2011-12-12,331.5203460310268,95.22295640912724,406.47076466272983
21108,2011-12-12,310.6455546053298,75.27135460889818,388.3069338358293
21080,2011-12-12,145.35798698705403,67.75267894945323,273.491439546942
20972,2011-12-12,174.60355365824765,66.36376641660962,281.04247810395105
20971,2011-12-12,288.1211634567639,86.42951944164128,483.3275454101761
20914,2011-12-12,86.37705816034706,44.13620586650581,201.3061094970636
20750,2011-12-12,9.856047271175425,9.856047271175425,40.201200032864264
20749,2011-12-12,91.37666342018298,25.362637344542733,178.1850053653118
20728,2011-12-12,127.94859680741676,48.62036884125859,220.27641019503932
20727,2011-12-12,215.98867901124078,67.7966439096405,312.38016505042833
20726,2011-12-12,136.81423444315152,36.677736189035926,245.79338912800557
20725,2011-12-12,274.3857743989649,99.5246021161951,427.13837610787215
20724,2011-12-12,430.13434282288944,99.09649273674711,724.2200650653033
20719,2011-12-12,255.0455780308412,96.03004018502526,398.8736457897941
20713,2011-12-12,200.1995062136063,83.49025701416,299.61495199823366
20712,2011-12-12,131.75983301073816,48.690241653759045,173.7481584985032
20711,2011-12-12,0.0,0.0,100.09069236080325
20685,2011-12-12,42.65184682205784,23.129172366012718,114.68693346842917
20679,2011-12-12,18.738882854412342,9.268249479003345,80.64483200575165
15056N,2011-12-12,33.504883637605865,20.439944965410493,95.73653444610132
15056BL,2011-12-12,31.500200034420086,22.27647249920015,103.6776025172363
15036,2011-12-12,42.41379081587461,5.41201393329092,71.71782730408931
21137,2011-12-12,555.1335810423485,134.89451010731605,885.724235252806
22499,2011-12-12,9.816049181629833,3.7884559815081924,26.913312706963353
21166,2011-12-12,336.66101876021554,97.75725049819638,538.9702243508756
21181,2011-12-12,456.69594820951886,133.101808193877,600.4472634952449
21755,2011-12-12,7.857467659658468,2.941036189466339,24.807059015466905
21754,2011-12-12,12.538097106096286,12.538097106096286,65.12567353027984
21733,2011-12-12,233.33233551597306,80.82817584761962,312.1373045713643
21731,2011-12-12,408.6902181893301,137.4527604643676,618.9363173492877
21623,2011-12-12,0.0,0.0,72.84853825848094
21621,2011-12-12,6.421690594035537,4.107729755944615,23.244798081507298
21527,2011-12-12,0.0,0.0,1.0256593205425617
21524,2011-12-12,11.241295823314308,10.336954444926919,61.42675238732412
21523,2011-12-12,21.08379782910405,13.047991811513107,85.4648156809518
21485,2011-12-12,138.36423903015793,41.65066542318958,218.99764237642623
21481,2011-12-12,115.91450432527574,58.662223187077,149.72031338355774
21479,2011-12-12,217.01234781840571,92.69186355710417,325.8012131890994
21314,2011-12-12,127.10349431891387,55.84635322682824,229.02359331669516
21258,2011-12-12,4.516778369050515,4.516778369050515,54.773322560875386
21232,2011-12-12,337.60613563985424,106.76630744754355,516.0916732065705
21231,2011-12-12,154.27756510022016,56.69955940484474,205.82639738023482
21218,2011-12-12,25.70402295005265,14.471040168060053,63.46791172194693
21217,2011-12-12,16.62791434663037,9.194708867412746,59.17784397738747
21213,2011-12-12,150.72432034974744,61.60784504346031,190.54977083753613
21212,2011-12-12,504.84385818454354,141.6675873868289,595.0855901417071
21210,2011-12-12,256.5318837308008,53.057721841474056,256.5318837308008
21175,2011-12-12,226.27066208513568,60.91948464651804,327.18563447736875
22501,2011-12-12,0.0,0.0,21.265330488022077
22502,2011-12-12,294.0497256232608,0.0,294.0497256232608
22507,2011-12-12,8.163165310026667,8.163165310026667,47.06423840113711
82486,2011-12-12,26.343433596424493,15.233892533660374,73.73593279853323
82484,2011-12-12,142.88130417827585,63.289351507279676,225.6892967475795
82483,2011-12-12,24.15408855883243,12.490215341769517,63.68794765518732
82482,2011-12-12,100.08886076110517,55.08797352651497,193.78206030459532
79321,2011-12-12,506.2974252840705,100.6258599362431,608.2700877475863
72741,2011-12-12,64.01789792793237,40.819803928340164,177.70871839210773
71477,2011-12-12,247.16370213104295,87.67544668675689,395.60695864139797
71459,2011-12-12,112.58399826399553,45.96203926900803,230.23555561975076
48194,2011-12-12,13.326131154369433,6.9065545080532535,17.30863356673966
48188,2011-12-12,0.0,0.0,5.184193049184377
48187,2011-12-12,35.183251834889305,13.768854505028681,84.88563473172461
48185,2011-12-12,7.808772295707181,3.7884559815081924,35.0078494532166
48184,2011-12-12,11.734930967082946,11.734930967082946,61.79080090090114
48173C,2011-12-12,0.0,0.0,6.725724871014999
48138,2011-12-12,38.284982713679334,15.491203683405313,107.83468323891844
48116,2011-12-12,0.0,0.0,19.121916099443943
48111,2011-12-12,0.0,0.0,38.00090246851637
47590B,2011-12-12,4.34678331003621,2.4407803171337887,7.465765736377517
47590A,2011-12-12,4.34678331003621,1.2405020227721288,31.428857395244766
47566B,2011-12-12,0.0,0.0,14.54889429980075
47566,2011-12-12,79.21583230153227,43.00128221316074,272.2815699997196
82494L,2011-12-12,169.50843051339498,79.72500211054016,240.49100892798776
37503,2011-12-12,6134.612806296375,0.0,6134.612806296375
82583,2011-12-12,91.6327879918796,42.783964786187106,192.17847306428462
84029E,2011-12-12,266.34667511491904,74.50460926642947,367.00366134539445
85099B,2011-12-12,584.7182478564939,141.81156567921852,874.1765502820534
85066,2011-12-12,47.40842488895039,22.909315720213442,103.95051506301415
85048,2011-12-12,49.745161243669294,20.488374122837133,126.33716960142965
85014B,2011-12-12,2.8522864114969098,2.8522864114969098,44.837485044759696
85014A,2011-12-12,1.709046629538631,1.709046629538631,28.319767525727396
84997D,2011-12-12,36.657351035960275,36.657351035960275,142.5671573184375
84997C,2011-12-12,53.45280504349262,21.166771248496953,133.22734535464184
84997B,2011-12-12,40.29131766964926,16.689343389357614,96.93045464896231
84997A,2011-12-12,21.777829277562027,4.2761610155415655,64.53639972130817
84991,2011-12-12,229.46592196684782,88.43142944939291,295.6641907912481
84978,2011-12-12,205.32643896987432,64.75364736711579,303.1953972583601
84970S,2011-12-12,155.89566740113756,58.28226742600113,296.88658467444975
84946,2011-12-12,436.1851631748758,141.6675873868289,708.5957988182518
84879,2011-12-12,868.2579659848091,141.6675873868289,1241.480494676165
84836,2011-12-12,69.89261583833388,16.807001879590388,182.51116598792788
84755,2011-12-12,176.87616074115348,50.60485494041166,308.4669399625182
84406B,2011-12-12,6.2821392219729795,0.03593346869710251,19.986535665240808
84347,2011-12-12,677.3879216467259,137.4527604643676,677.3879216467259
84078A,2011-12-12,0.0,0.0,8.183043268430724
84077,2011-12-12,740.7580477201793,138.38014510374666,1264.8868386060678
84029G,2011-12-12,148.98541395378666,76.79646664491429,247.36615124232426
82600,2011-12-12,314.50462081518236,70.46452377905682,796.6318155397697
85099F,2011-12-12,119.92156048648788,42.00412568622737,194.88020419666904
37449,2011-12-12,0.0,0.0,24.910588412825597
23355,2011-12-12,410.3908106814042,105.76808183553592,525.0118467570675
22728,2011-12-12,172.15218967735055,46.567316282867054,248.7309658616315
22727,2011-12-12,212.10115238481183,91.89027360921814,513.3380399896205
22726,2011-12-12,244.09620565764757,89.06711649835599,344.15407615048866
22722,2011-12-12,62.16629471667591,26.96416002378964,160.62863990984076
22720,2011-12-12,118.36057829945722,44.72842893990401,156.09795184401455
22699,2011-12-12,188.3912667103113,87.623014139795,272.1161103998058
22698,2011-12-12,117.19124000099266,32.49530248002038,177.13693715929313
22697,2011-12-12,142.60728053517153,66.10136577526777,225.00335278750094
